,TeamNames,Year,Seed,Results,ADJOE,ADJDE,Barthag,efg%,efgd%,tor,tord,orb,drb,ftr,ftrd,2p%,2pd%,3p%,3pd%,adjt,wab
3124,Villanova,2017,1,R32,122.2,92.5,.9611,57.5,48.1,17.1,20.1,30.2,27.8,35,22.1,59.2,49.1,36.9,31.1,65.6,11.1
3125,Florida,2017,4,Elite Eight,116.6,88.9,.9576,51.6,45.8,16.9,21,32.1,29.5,40.2,34,50.3,45.7,35.9,30.5,70.2,6.3
3126,Kentucky,2017,2,Elite Eight,118.3,91.3,.9517,52.9,47.5,15.7,19.2,33.5,27.7,40.9,33.5,52.9,48.3,35.3,30.6,73.7,9
3127,West Virginia,2017,4,Sweet Sixteen,115.4,89.3,.9498,51.3,48.8,17,27.6,37.9,31.9,38.9,42.5,49.8,46.5,36.2,35.3,72.2,6.4
3128,Virginia,2017,5,R32,111.8,86.9,.9477,52.4,46.1,15.6,20.7,28.3,24.5,26,33.8,49.7,45.1,38.5,31.7,60.3,5
3129,Kansas,2017,1,Elite Eight,121.5,94.5,.9472,56.1,48.1,17.6,18.6,34.1,29.7,36,30,53.6,45.3,40.4,35.6,71.4,1
3130,Louisville,2017,2,R32,117.6,91.5,.9469,51.4,45.7,16,19.6,36.7,28.5,34,38.8,50.5,44.8,35.5,31.6,69.4,6.9
3131,Duke,2017,2,R32,122.1,95.6,.9436,54.8,47.4,16.3,17.3,31.7,29.8,39.3,31.2,53.5,48.9,37.9,29.3,69.7,8.6
3132,SMU,2017,6,R64,120.0,94.1,.9426,54.6,46,16.9,18.3,37.2,26.4,36,24.6,51,44.1,40.6,32.1,64.8,6.4
3133,Wichita St.,2017,10,R32,117.2,92.2,.9403,54.2,43.8,16.2,19.3,34.2,24.2,40.4,35.1,50.7,42,40.2,31.2,70,4.1
3134,Michigan,2017,7,Sweet Sixteen,123.3,97.6,.9366,57,51.9,14.2,19.5,24.7,30,30.1,27.2,56.3,50,38.5,37.8,64,3.8
3135,Saint Mary's,2017,7,R32,118.0,93.8,.9334,57.8,45.3,17.5,15.3,33.1,21.9,27.8,26.6,56.9,45.4,39.4,30,61.2,3.9
3136,Oregon,2017,3,Final Four,117.8,93.8,.9321,55.5,46.4,17.1,19.3,32.4,29.5,34.4,26.3,54.5,46.1,38,31.2,68.4,6
3137,Purdue,2017,4,Sweet Sixteen,116.6,93.1,.9297,55.7,47.7,18.3,16.6,30.8,24.4,33.3,22.9,52.7,46.6,40.3,33.2,70.4,5.6
3138,Cincinnati,2017,6,R32,115.2,92.1,.9292,52,45.2,15.3,20.2,35.5,29.4,32.5,29.1,52.1,41.4,34.5,34.4,65.4,5.6
3139,Iowa St.,2017,5,R32,120.0,96.2,.9265,55,49,14.1,19.5,25.7,31.6,27.6,25.6,51.8,47.5,40,34.6,69.6,6.5
3140,Wisconsin,2017,8,Sweet Sixteen,114.5,92.0,.9255,52.1,47.5,17,19.5,35.9,25.9,32.9,28,51.1,43.1,35.9,37.6,64.4,5.1
3141,Baylor,2017,3,Sweet Sixteen,116.4,93.9,.9226,52.5,46.1,20.6,17.1,39.8,29.4,33.9,30.1,52.2,45,35.3,32.2,65.1,7.9
3142,Oklahoma St.,2017,10,R64,126.8,102.3,.9221,54,53.2,18.2,20.3,38.3,31.9,37.4,45.4,50.4,52.4,40.3,36.4,72.9,3.3
3143,Notre Dame,2017,5,R32,119.3,96.4,.9205,53.6,49.1,14,18.7,27.3,30.8,28.6,26.7,50.9,48.2,38.4,33.8,68.3,5.9
3144,UCLA,2017,3,Sweet Sixteen,122.8,99.6,.9175,59.8,48.7,15.1,15.8,29.1,28.6,26.8,25.4,59.1,45.3,40.6,36.5,74.6,6.7
3145,Arizona,2017,2,Sweet Sixteen,117.6,95.6,.9157,53.7,47.7,16.6,17.4,33.2,26,40.5,28.6,51.5,48.4,39,31,67.1,7.9
3146,South Carolina,2017,7,Final Four,108.7,89.0,.9083,47.3,45.5,18.4,24.3,34,31.6,40.2,44.5,45.9,45.4,33.4,30.6,69.6,1.7
3147,Butler,2017,4,Sweet Sixteen,117.7,96.9,.9038,54.6,50.8,15,19.6,27.2,27,37.1,37,54.5,51.3,36.6,33.3,67.2,5.5
3148,Florida St.,2017,3,R32,115.4,95.2,.9014,53.7,47.9,16.4,19.5,33.8,29.8,38.4,37.3,54.4,45.4,34.7,34.9,72.8,5.9
3149,Creighton,2017,6,R64,114.5,95.2,.8931,57.6,49.9,17.1,19.3,24.2,29.6,27.9,29.3,56.4,50.2,39.8,33,72.7,4.3
3150,Vanderbilt,2017,9,R64,112.5,93.8,.8898,52.1,48.1,18.2,16.1,24.8,27,34.8,30.7,48.1,46.8,37.6,33.8,67,0.1
3151,Marquette,2017,10,R64,121.8,101.8,.8881,57.5,52.2,17.3,18.3,27.1,29.2,31,35.7,52.7,50.6,42.9,36.8,71.5,0.6
3152,Wake Forest,2017,11,R68,122.4,102.6,.8831,54.1,52.7,16.4,16.2,30.7,27.7,40.7,38,52.1,52.1,38.5,35.8,72,1.3
3153,Kansas St.,2017,11,R64,112.2,94.2,.8818,52.7,49.6,19.1,22.1,29.5,32.3,41.1,33.4,51.8,45.5,36.2,38.2,67.2,1.7
3154,Miami FL,2017,8,R64,110.8,93.1,.8804,51,47.6,19.5,18.3,33.4,28.2,34.3,28.7,49.8,46.6,35.6,33,64.6,2.9
3155,Rhode Island,2017,11,R32,111.1,94.1,.8717,50.8,45,16.4,19.4,32.8,29.7,39.2,45,51.2,45.4,33.3,29.5,67.7,0.4
3156,Xavier,2017,11,Elite Eight,115.6,97.9,.8713,51.9,51.6,18.4,17.5,34.5,25.5,41.1,33.4,52,52.5,34.5,33.4,68.4,1.6
3157,Minnesota,2017,5,R64,109.3,92.9,.8665,48.7,45.1,16.1,17.6,29.7,30.2,39.6,29.2,47.5,44.5,34.3,30.9,70.9,3.7
3158,Michigan St.,2017,9,R32,111.6,94.9,.8661,54,46.7,20.5,15.9,29.2,27.3,33.5,34.7,52.9,44.1,37.3,34.6,68.1,0.4
3159,TCU,2017,17,NoTourney,114.0,97.1,.8635,52.7,50.4,18.8,18.7,34.1,29.3,32.2,30.9,52.2,48.3,35.7,36.3,68.1,0.2
3160,Northwestern,2017,8,R32,111.2,95.2,.8564,49.7,46.1,16,17.9,30.8,30.6,30.5,36.1,48.8,44,34.2,33.3,66.9,2
3161,Clemson,2017,17,NoTourney,115.3,98.9,.8532,51.1,51.9,15.8,20.1,31.4,32.2,34.3,24.1,49.8,51,35.7,35.6,67.8,-0.3
3162,Illinois St.,2017,17,NoTourney,107.5,92.2,.8529,51.4,44,18.6,19,30.4,28.5,29.9,32.6,48.6,41.1,37,32.5,66.2,1.8
3163,Maryland,2017,6,R64,113.4,97.9,.8448,52.4,47.5,19,18,30.4,32.3,38.5,32.6,51,45.6,36.3,34.2,68.6,3.7
3164,Indiana,2017,17,NoTourney,115.4,99.9,.8408,55.2,48.7,21.4,15.7,36.4,28,34.1,36.8,54.1,47.7,38,33.7,69.7,-1.1
3165,Virginia Tech,2017,9,R64,118.4,102.5,.8401,56.9,51,17.2,16.5,23.4,30.5,40.9,27.3,54.6,49,40.3,36.3,70,3.3
3166,Syracuse,2017,17,NoTourney,116.2,100.6,.8400,53.5,50.3,18,19.7,31.6,34.5,35.1,29.2,51.3,49.6,37.9,34.3,68.2,-1.1
3167,Texas Tech,2017,17,NoTourney,111.3,96.7,.8348,52.9,50.8,16.5,20.3,30,25.7,35.6,35.6,51.9,48.9,36.7,35.5,65.2,-1.1
3168,Middle Tennessee,2017,12,R32,111.2,96.6,.8339,54.1,47.9,15.6,19.8,30.1,23.8,30,38.2,53.6,47.1,36.9,32.8,65.8,2
3169,Arkansas,2017,8,R32,114.9,99.8,.8339,51.4,47.8,16.6,18.5,31.9,34.2,38.1,39.1,50,46.7,36.5,33.2,71,3.9
3170,Dayton,2017,7,R64,111.6,97.0,.8333,53.6,47.7,16.9,20.9,25.6,27.4,43.4,35.2,51,47.2,38.4,32.3,69.6,1.5
3171,Houston,2017,17,NoTourney,112.8,98.1,.8333,51.7,47.1,14.9,20.7,31.8,30.7,28.6,36.8,47.7,45.7,39.4,32.9,66.6,-0.9
3172,Providence,2017,11,R68,108.3,94.5,.8278,51.4,49.6,18.4,20.3,26.4,28.6,38.1,30.5,49.1,49.9,37.1,32.8,67.6,0.6
3173,Seton Hall,2017,9,R64,108.9,95.6,.8178,49.9,49,19.5,17.5,35.7,25.4,37.6,36.1,49.6,48,33.8,34.1,68.9,2.7
3174,Utah,2017,17,NoTourney,112.4,98.8,.8163,56.2,49.1,19.2,17,30.9,24.5,33.1,31.2,57.4,46.9,36,35.6,69.8,-2.3
3175,Alabama,2017,17,NoTourney,104.4,91.8,.8142,48.2,46.1,20.4,19.8,34.1,26.6,39.1,39.9,48.7,44.2,31.7,33.3,66.6,-1.9
3176,Tennessee,2017,17,NoTourney,109.3,96.3,.8100,46.8,48.6,17.4,19.3,31.8,30.1,42.9,43.3,46,46.2,32.4,35.5,70.8,-2.2
3177,Texas A&M,2017,17,NoTourney,108.3,95.6,.8071,51.2,47.2,21.2,17.4,37.4,31.2,33.3,28.1,52.1,43.7,32.9,35.2,65.8,-2.9
3178,Oklahoma,2017,17,NoTourney,107.0,94.5,.8062,47.4,50,19,18.5,30.8,29.8,36.7,33.5,45.7,47.1,34.3,36.5,71.4,-4.5
3179,Nevada,2017,12,R64,113.7,100.7,.8021,52.5,48.3,15.5,15.9,30.4,26.3,41.3,28.2,49.2,49.3,38.2,31,71,1.7
3180,Princeton,2017,12,R64,107.6,95.4,.7989,53.2,48.7,15.2,20.2,24.1,24.7,24.4,32,50.5,46.9,37.6,34.5,64.2,-0.4
3181,VCU,2017,10,R64,108.1,95.9,.7988,51,47.5,17.8,21,31.3,27.5,36.4,40.9,51.5,46,33.1,33.8,70.1,1.3
3182,UCF,2017,17,NoTourney,103.8,92.1,.7975,50.4,42.7,22,14.7,32.6,25.5,39.9,22.3,48.9,39.9,35.2,31.3,67.1,-1.8
3183,USC,2017,11,R32,113.3,100.6,.7966,52.2,50.1,15.7,17.9,31,31.4,36.8,24,51,47.2,36.2,36.8,70.1,1.3
3184,Georgia,2017,17,NoTourney,107.9,95.9,.7961,48.1,47.2,18.6,16.7,28.9,28.2,40.7,34.2,48.3,45.4,31.8,33.6,68.5,0.2
3185,UNC Wilmington,2017,12,R64,117.7,105.0,.7881,55,53.2,13.9,20.1,32.5,28.5,30.8,39.6,55.7,54.2,36.1,34,71.5,1.5
3186,Vermont,2017,13,R64,110.0,98.2,.7864,55.3,48.6,17,19.6,29.8,27.1,34.3,26.5,55.5,46.9,36.7,34.9,65.8,0.7
3187,Ohio St.,2017,17,NoTourney,111.2,99.4,.7844,52.2,48.9,19.2,17.5,29.7,28.8,38.1,29.4,51.6,45.7,35.6,35.6,69.4,-3.1
3188,California,2017,17,NoTourney,103.5,92.5,.7833,48.1,45.3,18.7,16.6,32.9,24,37.7,34.1,46.6,43.4,34,32.8,67,-0.9
3189,Iowa,2017,17,NoTourney,112.6,101.0,.7790,52.5,51,18.6,19.1,31.8,32.3,34.9,27.5,49.9,49.5,37.9,35.8,72.8,-1.8
3190,Georgetown,2017,17,NoTourney,107.5,96.4,.7770,52,47.4,20.1,17.3,29,30.5,42.6,38.8,51.8,46.8,34.9,32.4,70.3,-4.6
3191,Pittsburgh,2017,17,NoTourney,112.7,101.2,.7754,51.4,51.3,17.6,14.3,28.2,29.5,39.4,26.6,49.6,50.2,36.1,35.6,67,-2.1
3192,Texas,2017,17,NoTourney,103.5,93.6,.7608,48.8,48.1,19.6,18.3,28.4,31.2,34.5,30,51.3,47.7,29.2,32.5,69,-5.7
3193,East Tennessee St.,2017,13,R64,107.3,97.1,.7595,55.8,48.7,20.8,22,30.1,27.4,42.8,38.2,55,45.7,38.2,35.4,71.5,-0.7
3194,San Diego St.,2017,17,NoTourney,103.2,93.4,.7587,47.5,44.8,17.5,19,30.5,29.1,35.3,32.4,47.5,42.9,31.6,32.1,66.1,-6
3195,Davidson,2017,17,NoTourney,108.8,98.6,.7561,51.6,49.7,17.4,17.1,25.1,26.9,31.5,33.4,51.9,45.8,34.1,38.1,69.7,-5.2
3196,Illinois,2017,17,NoTourney,105.1,95.3,.7555,50.6,49.9,18.3,18.5,28.6,26.3,32.5,30.1,48.5,49.6,36.1,33.7,68.1,-1.5
3197,Mississippi,2017,17,NoTourney,110.3,100.3,.7494,48.8,49.8,19.3,18.8,33.9,30,42.8,35.6,46.8,46.7,34.7,36.3,72.7,-1.3
3198,Georgia Tech,2017,17,NoTourney,99.4,90.6,.7430,47.4,46,19.3,18.8,27.7,30.8,35.8,27.4,46.9,43.9,32.5,33.1,69.2,-2.1
3199,Auburn,2017,17,NoTourney,112.4,102.5,.7425,51.1,50.6,17.9,19.9,30.3,33.3,42.5,38.8,48.5,48.7,36.6,35.7,75.2,-2.4
3200,Bucknell,2017,13,R64,108.3,99.1,.7352,55.3,48,18.9,19.7,26.8,27.9,37.2,33.1,54.3,46.5,37.9,34.2,71.4,-2.1
3201,Colorado,2017,17,NoTourney,111.5,102.2,.7317,50.9,50.3,17.4,17.2,33,28.3,37.5,33.9,49.9,47.3,35.1,36.8,69.3,-3.8
3202,Cal St. Bakersfield,2017,17,NoTourney,100.4,92.1,.7287,48.3,43.6,20.8,22.8,32.6,30.6,38,47.1,46.9,41,34.2,31.6,68.2,-3.4
3203,BYU,2017,17,NoTourney,108.2,99.5,.7249,51.2,47.9,18.2,16.2,29.1,24.8,42.3,31.1,50.9,47.5,34.4,32.4,77.3,-2.4
3204,UT Arlington,2017,17,NoTourney,108.9,100.4,.7191,52.5,48.9,18.7,20.1,32.6,29.8,34.6,36.6,54.7,49.4,33,32.2,71.8,-1.1
3205,Colorado St.,2017,17,NoTourney,108.3,100.2,.7076,48.3,46.8,16.1,16.9,31.3,28.8,38.2,31.8,46.6,46.6,34.1,31.4,67.8,-2.8
3206,Boise St.,2017,17,NoTourney,109.1,101.4,.6986,51.8,48.3,17.9,16.6,27.7,26.5,40.5,41.9,51.5,47.1,34.8,34.2,70.5,-3.2
3207,Connecticut,2017,17,NoTourney,105.6,98.3,.6937,48.5,45.6,18.7,16.1,29.9,30.5,34.5,32,46.1,43,35.4,33,66.1,-5.6
3208,Richmond,2017,17,NoTourney,110.0,102.5,.6922,53.9,49.9,16.2,20,20.7,30.7,31.6,34.6,55.6,50.9,34.2,32.1,70.1,-3.7
3209,Monmouth,2017,17,NoTourney,106.7,99.5,.6915,50.8,47,16.7,19.5,29.7,30,37.3,35.7,47.6,45.1,37.3,33.4,73.8,0.5
3210,San Francisco,2017,17,NoTourney,102.0,95.2,.6882,52.3,47.8,18.3,19.4,26.5,27.1,27.2,33.9,52.5,46.4,34.7,33.8,70.5,-4.4
3211,Saint Peter's,2017,17,NoTourney,102.2,95.5,.6870,51.2,48.1,17.3,20.9,25.5,25.9,33.1,29.2,47.3,48.4,38.1,31.9,62.6,-7.6
3212,Fresno St.,2017,17,NoTourney,103.5,96.8,.6844,50.8,48.5,18.8,20.6,27.2,27.5,40.5,46.2,49.5,47.2,35.6,33.6,69.8,-3.9
3213,Penn St.,2017,17,NoTourney,103.4,96.8,.6811,47.2,49.2,17.9,20.3,26.6,30.6,32.8,31.2,45.4,46.5,33.9,36.3,72.1,-5
3214,St. Bonaventure,2017,17,NoTourney,107.2,100.4,.6799,49.7,49.9,17.6,20.9,33,31,42.4,41.5,48.5,48.1,34.8,35.3,70,-4.5
3215,New Mexico St.,2017,14,R64,109.4,102.5,.6783,52.7,47.9,19.5,19.1,35.6,28.5,43.3,35.2,54.2,49.1,33.5,30.3,69.1,-0.3
3216,Louisiana Tech,2017,17,NoTourney,106.4,99.8,.6767,53.4,48,17.7,19.4,29.2,26.2,34.6,26.9,52,45.8,37.1,34.7,70,-4.8
3217,Loyola Chicago,2017,17,NoTourney,107.3,100.9,.6691,55.3,51.8,17.3,20.9,20.6,25.8,30.8,33.5,53.5,49.6,38.9,37.3,67.1,-7.2
3218,North Carolina St.,2017,17,NoTourney,111.9,105.2,.6688,52.7,51.6,18.5,15.6,29.8,31.4,36.2,30.4,52.4,49.5,35.6,36.9,71.9,-4.1
3219,Nebraska,2017,17,NoTourney,104.6,98.4,.6680,46,52,18.6,19.3,33.7,29.9,30,33.3,45.3,47.5,31.8,40.7,69.5,-5.4
3220,Ohio,2017,17,NoTourney,105.5,99.4,.6659,53.2,47.3,17.4,18.1,25.6,27.7,33.7,32.7,50,46.8,38.5,32.1,71.6,-6
3221,St. John's,2017,17,NoTourney,108.5,102.2,.6651,50.3,52.4,17.7,20.5,27.4,32.8,36.2,39.3,47.5,50.5,36.4,37.4,74.5,-5.1
3222,Stanford,2017,17,NoTourney,104.0,98.1,.6630,48.3,52.7,18.6,20.6,29.6,27.2,37.3,38.2,48.2,49.1,32.3,38.8,69.8,-5.2
3223,Mississippi St.,2017,17,NoTourney,104.1,98.3,.6567,51.1,48.1,19,19.7,27.1,30.1,33.9,37.9,50.4,48.6,34.7,31.5,70.2,-5.3
3224,Akron,2017,17,NoTourney,111.1,105.4,.6488,55.1,51,17.2,16.7,29.4,27.9,37.3,32.9,55,49,36.8,36.8,67.4,-1.9
3225,Temple,2017,17,NoTourney,107.9,102.4,.6461,49.7,49.1,16.6,18.3,27.5,32.2,26.4,32.1,47,47.7,35.6,34.3,68.7,-5.8
3226,Belmont,2017,17,NoTourney,108.8,103.3,.6455,55.7,48.3,18.4,16,25.6,25,29.4,31.9,60.9,48.6,34.1,31.8,69.5,-0.7
3227,Memphis,2017,17,NoTourney,105.8,100.5,.6442,48.9,48.8,16.3,19.3,31.6,30.6,36.7,33.2,51.1,47.7,29.5,33.7,70,-3.4
3228,College of Charleston,2017,17,NoTourney,104.6,99.5,.6418,49.4,48,15.9,18.6,25.4,28.9,42.7,31.9,49.1,48.9,33.2,31.1,65.7,-2
3229,Furman,2017,17,NoTourney,106.2,100.9,.6412,54.9,49.4,19.2,19.5,27.2,27.1,32.1,33.7,53.3,50.9,38.1,31.6,67.4,-4.8
3230,Oakland,2017,17,NoTourney,103.8,99.2,.6289,51.2,46.3,18.4,18.9,29.3,29.1,37.7,28.5,51.9,45.3,33.3,32.2,73.4,-3.6
3231,Valparaiso,2017,17,NoTourney,104.5,99.9,.6272,50.1,47.4,18.2,17.9,30.4,26.8,36.9,32.4,50.5,46.4,33,32.8,68.7,-2
3232,New Mexico,2017,17,NoTourney,105.2,100.7,.6232,50.2,50.6,18.4,19,27,27.8,46,37.7,50.7,47.5,32.7,36.9,70.4,-5.4
3233,Santa Clara,2017,17,NoTourney,105.8,101.4,.6211,52.4,51.8,15.9,19,18.3,24.5,24,35.2,47.9,49.3,38.3,38,64.2,-6.9
3234,Florida Gulf Coast,2017,14,R64,107.8,103.4,.6169,53.9,49.3,17.9,17.4,33.8,29.6,33.8,35.9,55.4,51,33.7,31,67.2,-1.7
3235,Harvard,2017,17,NoTourney,105.7,101.4,.6165,52.3,47.4,19.8,18.4,29.6,29.6,32.3,39.5,51.2,47.8,35.9,31.2,68.1,-5.1
3236,Chattanooga,2017,17,NoTourney,105.3,101.2,.6113,51.9,50.7,19.8,21.4,31.2,32.7,40.3,37.2,53.3,49.7,33.1,35.3,67.1,-5.5
3237,Winthrop,2017,13,R64,105.3,101.3,.6106,53.5,46.7,17.8,18.6,26.3,28.4,38.2,34.5,50.9,45.9,37.9,32.1,72.3,-1.8
3238,UC Irvine,2017,17,NoTourney,102.1,98.4,.6042,50,44.1,19.9,15.3,31.9,26.4,29.7,40.2,48.2,41.6,35.6,32.7,67.9,-7.4
3239,Towson,2017,17,NoTourney,104.3,100.6,.6034,48.3,49,18.7,18.7,37,26.1,45.6,47.1,49.2,47.4,30.6,34.3,69.3,-6.6
3240,Evansville,2017,17,NoTourney,105.9,102.2,.6012,48.8,49.6,17.9,18.5,27.1,27.1,45.8,40.9,47.2,47.9,36.9,34.9,68,-8.9
3241,Arizona St.,2017,17,NoTourney,110.9,107.0,.6007,51.4,55.4,14.3,18.3,24.4,32.2,31.9,29.9,48.7,55.9,36.6,36.4,71.7,-6.3
3242,Old Dominion,2017,17,NoTourney,99.7,96.3,.5996,45.6,46.4,17.5,20.1,35.5,25.6,34.1,38.6,44.5,44,32.4,33.6,62.6,-5.7
3243,Toledo,2017,17,NoTourney,107.8,104.2,.5969,54.4,51.2,18.5,14.2,29,25.5,38.3,27.2,54.6,52.3,36.1,32.3,68.1,-9.6
3244,Lehigh,2017,17,NoTourney,105.9,102.5,.5942,55.4,50.2,19.8,18.6,23.2,24.1,32,28.1,53.4,49,39.2,34.8,71,-6.2
3245,Albany,2017,17,NoTourney,107.1,103.7,.5911,51.7,51.2,18.3,17.5,33,23.6,33.4,31.4,50.3,50.7,37.1,34.7,65.5,-6.9
3246,George Washington,2017,17,NoTourney,107.1,103.8,.5886,49.5,50.2,19.3,16.2,32.7,26.4,36.6,26.9,45.6,48.9,37.1,35.4,67,-5.2
3247,Georgia St.,2017,17,NoTourney,103.0,99.8,.5883,53,49,20,19.8,29.9,29.1,33.9,40,53.3,49.4,35,32.4,69.6,-5.9
3248,Iona,2017,14,R64,109.3,106.0,.5879,53.4,50,16.5,18,27,32.1,31,33.4,49.3,47.7,39.7,36.1,71.7,-5.8
3249,Missouri St.,2017,17,NoTourney,108.5,105.3,.5859,51,50.4,18.4,16.2,32.9,24.6,33.8,33,48.8,49.2,36.2,35,67.4,-8.5
3250,Wyoming,2017,17,NoTourney,104.4,101.4,.5851,51.6,46.2,17.7,16.2,22.7,27.7,37.5,39.4,50.7,45.7,35.1,31.4,74.2,-7.5
3251,UNC Asheville,2017,17,NoTourney,104.9,101.9,.5820,54.1,52.4,16,22.6,24.4,27.3,34.9,31.2,51.8,51.5,39,35.8,69.5,-3.5
3252,Rutgers,2017,17,NoTourney,100.8,98.2,.5757,44.7,47.5,19.7,18.9,37.5,30.1,31.2,31.2,44.5,46.6,30.2,32.7,67.9,-5.7
3253,UNC Greensboro,2017,17,NoTourney,106.5,103.9,.5708,52.4,50.2,19.9,19.4,34.3,30.4,30.1,34.8,50.4,47.6,37,36.4,68.3,-2.6
3254,William & Mary,2017,17,NoTourney,111.5,108.7,.5703,56.2,52.3,17.4,14.5,25.6,27.4,38.7,35.1,55.8,51,37.8,36.1,72,-6.8
3255,Grand Canyon,2017,17,NoTourney,100.4,98.1,.5685,48.4,47.8,18.2,20.9,29.1,27.9,42.1,31.6,47.8,47.3,33,32.5,70.4,-3.2
3256,Arkansas St.,2017,17,NoTourney,104.9,102.4,.5673,51.9,49.2,18.6,18.8,31,27.5,41.5,41.8,49.7,49.8,37.7,32,68.7,-5.7
3257,George Mason,2017,17,NoTourney,106.1,103.7,.5669,49.3,48.6,18.7,14.2,31.6,24.5,39.7,27.7,48.5,48.4,34.2,32.7,70,-5.2
3258,Utah St.,2017,17,NoTourney,105.7,103.2,.5663,52.5,49.2,18.2,15.8,24.9,26.8,35.1,33.7,50,47.7,38,34.5,68.1,-9.2
3259,Boston College,2017,17,NoTourney,104.1,101.9,.5618,51.6,53.2,20.1,17.2,25.6,24.2,29.6,39.6,49.1,53.2,37.4,35.4,72.5,-9.8
3260,Troy,2017,15,R64,108.8,106.6,.5596,51.6,50.1,17.8,17.6,30.8,29.8,40.1,32.8,50.9,49.5,35.1,34.1,69.4,-8.1
3261,Mercer,2017,17,NoTourney,108.5,106.4,.5569,50.4,50,18,15.7,33.9,28.4,32.8,35.3,49.6,47.7,34.4,35.3,63,-9.9
3262,La Salle,2017,17,NoTourney,109.1,107.0,.5548,53.3,54.3,18.6,17.7,25.7,27.6,38.3,33.1,52.4,51.3,36.4,39.4,69.9,-7
3263,Buffalo,2017,17,NoTourney,103.5,102.0,.5420,50.7,48.2,19.8,17.5,33.2,29.2,37.3,42.9,51.4,45.8,33,35.1,72.4,-8.2
3264,Elon,2017,17,NoTourney,102.9,101.4,.5416,52.1,48.6,16.6,14.9,24.2,26.7,30.7,26.4,50.9,48.8,35.7,32.2,69.1,-7.8
3265,Tulsa,2017,17,NoTourney,103.7,102.3,.5395,48.9,50.4,21.8,18.4,29.5,28.3,42.8,33.1,47.2,48.2,34.3,35.9,69.6,-6.2
3266,Missouri,2017,17,NoTourney,101.3,100.0,.5386,45.2,49.6,16.9,19.2,28.2,30.2,38.7,42.6,45,48.3,30.4,34.4,69.7,-12.5
3267,Wofford,2017,17,NoTourney,108.8,107.4,.5377,52.7,53.4,17.5,18,28.1,28.2,31.9,38.3,49.4,54.6,38.4,34.2,68,-9.7
3268,Northern Kentucky,2017,15,R64,105.5,104.1,.5370,52.4,49.7,18.8,17,31.2,26.4,36.5,30.5,51.6,50.2,35.7,32.4,69.3,-4.9
3269,Tennessee St.,2017,17,NoTourney,99.3,98.2,.5326,48.7,48.5,21.7,21.4,34.2,28,39.5,48.7,48.3,45.4,33.1,35,68.5,-7.2
3270,Kent St.,2017,14,R64,104.1,102.9,.5322,48.2,50.1,17.9,19,38.1,29.8,32.5,34.3,48.5,48.5,31.7,35.3,69.5,-7.2
3271,Texas St.,2017,17,NoTourney,101.3,100.2,.5312,50.5,47.7,18.2,19.9,28.2,29.6,36.8,36.1,50.1,47.4,34.1,32.1,63.5,-8.3
3272,Utah Valley,2017,17,NoTourney,99.5,98.6,.5270,50.9,47.7,20.4,17.4,23.8,24.7,37.3,35.2,52.9,47.1,32.3,32.6,74.3,-9.9
3273,Marshall,2017,17,NoTourney,109.5,108.6,.5247,53.6,51.5,15.9,16.8,24.4,32.8,37.1,31,51.8,51.3,37.4,34.6,78.9,-7.4
3274,Eastern Michigan,2017,17,NoTourney,105.3,104.4,.5246,48.8,50.4,17.1,21.5,33.6,35,35.3,50.8,48,50.2,33.6,33.9,69.6,-10.2
3275,Samford,2017,17,NoTourney,107.1,106.3,.5232,53,49.8,19,17.2,29.4,31.2,41.5,31.8,50.2,49.8,38.9,33.3,69.8,-8.3
3276,Louisiana Lafayette,2017,17,NoTourney,109.8,108.9,.5225,51.5,54.4,17.9,20.1,36.3,27.8,42.2,37.3,51.5,53.8,34.2,37.1,73.6,-6.4
3277,Washington,2017,17,NoTourney,105.9,105.4,.5131,50.6,52.8,18.8,16.4,34.9,31.4,30.8,34.7,49.4,49.6,35.4,39.9,72.6,-10.9
3278,North Dakota,2017,15,R64,103.1,102.7,.5112,53.4,50.7,18.3,19.6,26,27.8,36.1,39.7,51.4,50,38.7,34.8,72.5,-5.3
3279,Fort Wayne,2017,17,NoTourney,107.1,106.7,.5110,56.4,53.5,17.8,17.8,28.8,24.6,25.8,32.3,54.9,49.9,39,39.1,72.9,-6.9
3280,Penn,2017,17,NoTourney,102.0,101.6,.5106,51.6,48.8,18.9,20.1,27.6,29.4,26,33.6,52.2,45.3,33.9,36,68.1,-8.9
3281,Yale,2017,17,NoTourney,105.4,105.0,.5094,52.3,49.7,19.3,17,31.2,28.5,33.9,26.3,51.8,49.6,35.5,33.2,69.2,-4.8
3282,Jacksonville St.,2017,15,R64,104.4,104.2,.5054,52.6,49.4,20.7,16.6,31.2,28.5,33.4,34.4,50.8,45.1,37.2,37.8,65,-8.1
3283,Northern Iowa,2017,17,NoTourney,96.8,96.6,.5052,46.7,50.5,17.3,20.9,17.7,28.3,34.2,26,45.3,47.6,32.3,36.8,64.7,-6.8
3284,North Carolina Central,2017,16,R68,101.4,101.3,.5043,51.3,45.3,17.8,19.8,31.6,31.2,34.2,28,52.7,46.1,32.7,29.2,68,-5.1
3285,Texas A&M Corpus Chris,2017,17,NoTourney,102.3,102.3,.5020,51.3,51.6,18.8,23,29.3,31.1,37.1,41.2,52.1,51.3,32.8,34.6,69.6,-6.5
